,n_ranks,n_samples,mem_total,mem_per_proc,mem_max_proc,run_time,run_time_min,run_time_max
0,32,4,2693,84.15625,86,0.22641891366666667,0.216923547,0.236433718
1,32,8,2635,82.34375,85,0.28771702633333335,0.269766436,0.317214039
2,32,16,2630,82.1875,85,0.38550509033333336,0.370256854,0.415706821
3,32,32,2530,79.0625,82,0.565865659,0.550760604,0.586479817
4,32,64,2578,80.5625,83,1.0799823863333333,1.04678047,1.096947042
5,32,128,2556,79.875,82,2.1967847026666667,2.166901312,2.252448501
