n_samples,n_ranks,total,per_proc,max_proc,time
128,1,608,608.0,608,68.28643226623535
128,2,682,341.0,341,34.49310755729675
128,4,830,207.5,208,17.65522527694702
128,8,1131,141.375,143,9.347656488418579
128,16,1738,108.625,111,5.830114841461182
128,32,2934,91.6875,94,5.693344593048096
